"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","3B1a","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","3B1b","kilotonne",2050,0
