"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3dii","kilotonne",2030,72.412760369556
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3eii","kilotonne",2020,1.44412171754693
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3eii","kilotonne",2025,1.2994289890381
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3eii","kilotonne",2030,1.08617690740526
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ai","kilotonne",2020,24.1603091936239
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ai","kilotonne",2025,23.9221789278901
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ai","kilotonne",2030,25.8601604202431
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bi","kilotonne",2020,33.406762578469
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bi","kilotonne",2025,32.0873221750784
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bi","kilotonne",2030,32.114798853707
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bii","kilotonne",2020,0.867739604844562
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bii","kilotonne",2025,0.904723125788339
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4bii","kilotonne",2030,0.940650292251749
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ci","kilotonne",2020,0.664500729547158
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ci","kilotonne",2025,0.664100289883047
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ci","kilotonne",2030,0.664161306327334
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4cii","kilotonne",2020,11.971801454046
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4cii","kilotonne",2025,8.01334353915434
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4cii","kilotonne",2030,8.01334353915432
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ciii","kilotonne",2020,12.5699725282347
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ciii","kilotonne",2025,11.0829276377401
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A4ciii","kilotonne",2030,9.75508381829133
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A5b","kilotonne",2020,12.3481534448447
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A5b","kilotonne",2025,12.0042156096027
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A5b","kilotonne",2030,11.670641489363
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B1b","kilotonne",2020,0.0848760859380508
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B1b","kilotonne",2025,0.083496977307036
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B1b","kilotonne",2030,0.0830683349141384
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2ai","kilotonne",2020,0.0658467938503566
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2ai","kilotonne",2025,0.061363304038204
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2ai","kilotonne",2030,0.0579266177583591
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2b","kilotonne",2020,0.0193128996288378
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2b","kilotonne",2025,0.0179978896843021
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2b","kilotonne",2030,0.0169899077720879
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2c","kilotonne",2020,1.5362733086468
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2c","kilotonne",2025,1.4316688879114
2019,"Air Pollutants","Nitrogen Oxides as NO2","1B2c","kilotonne",2030,1.35148746838903
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B10a","kilotonne",2020,0.74753820726821
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B10a","kilotonne",2025,0.64725159772084
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B10a","kilotonne",2030,0.618019679604016
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B2","kilotonne",2020,0.097
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B2","kilotonne",2025,0.097
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B2","kilotonne",2030,0.097
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B3","kilotonne",2020,0
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B3","kilotonne",2025,0
2019,"Air Pollutants","Nitrogen Oxides as NO2","2B3","kilotonne",2030,0
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C1","kilotonne",2020,0.865877757885743
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C1","kilotonne",2025,0.865877757885743
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C1","kilotonne",2030,0.865877757885743
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C3","kilotonne",2020,0.00243125549323154
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C3","kilotonne",2025,0.00217146833719724
2019,"Air Pollutants","Nitrogen Oxides as NO2","2C3","kilotonne",2030,0.00200360057936208
2019,"Air Pollutants","Nitrogen Oxides as NO2","2G","kilotonne",2020,0.0504601357626306
2019,"Air Pollutants","Nitrogen Oxides as NO2","2G","kilotonne",2025,0.0452000061044843
2019,"Air Pollutants","Nitrogen Oxides as NO2","2G","kilotonne",2030,0.0405285991298304
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1a","kilotonne",2020,0.20071827993918
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1a","kilotonne",2025,0.197205685018045
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1a","kilotonne",2030,0.197096427197945
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1b","kilotonne",2020,0.95679873479309
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1b","kilotonne",2025,0.940647987678576
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B1b","kilotonne",2030,0.925611110292774
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B2","kilotonne",2020,0.0178299597712351
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B2","kilotonne",2025,0.0177870932545474
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B2","kilotonne",2030,0.0177459360160711
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B3","kilotonne",2020,0.172798721090544
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B3","kilotonne",2025,0.167287555592909
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B3","kilotonne",2030,0.167644410408209
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4d","kilotonne",2020,0.00121994681726184
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4d","kilotonne",2025,0.00121994681726184
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4d","kilotonne",2030,0.00121994681726184
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4e","kilotonne",2020,0.0248817887355397
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4e","kilotonne",2025,0.0248817887355397
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4e","kilotonne",2030,0.0248817887355397
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gi","kilotonne",2020,0.0307549723464814
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gi","kilotonne",2025,0.0306658634258948
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gi","kilotonne",2030,0.030837580198095
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gii","kilotonne",2020,0.0726280458286759
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gii","kilotonne",2025,0.072342683931198
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4gii","kilotonne",2030,0.072736178629847
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giii","kilotonne",2020,0.0113480575708311
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giii","kilotonne",2025,0.011292451813333
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giii","kilotonne",2030,0.0113553688820951
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giv","kilotonne",2020,0.0640382479227881
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giv","kilotonne",2025,0.0637765738347413
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4giv","kilotonne",2030,0.0641258784395286
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4h","kilotonne",2020,0.000719051694969863
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4h","kilotonne",2025,0.000719051694969863
2019,"Air Pollutants","Nitrogen Oxides as NO2","3B4h","kilotonne",2030,0.000719051694969863
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da1","kilotonne",2020,12.6611093119354
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da1","kilotonne",2025,12.4135190593235
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da1","kilotonne",2030,12.3923821695418
